timestamp,PRK_NM,CPCTY,CUR_PRK_CNT
2025-01-09 15:28:12,여의도한강5주차장(성모병원앞),217,
2025-01-09 15:28:12,여의도한강3주차장(서강대교남단),800,
2025-01-09 15:28:12,롯데캐슬 아이비,1091,
2025-01-09 15:28:12,에리트빌딩,39,
2025-01-09 15:28:12,KBS신관홀,1135,
2025-01-09 15:28:12,익스콘벤처타워,167,
2025-01-09 15:28:12,여의도우체국,330,
2025-01-09 15:28:12,여의도공원앞(구),14,
2025-01-09 15:28:12,메리어트 여의도파크센터,339,
2025-01-09 15:28:12,KC TOWER,49,
2025-01-09 15:28:12,ABL생명타워,315,
2025-01-09 15:28:12,아일렉스타워,37,
2025-01-09 15:28:12,라이프콤비빌딩,434,
2025-01-09 15:28:12,파크원 주차장,2433,
2025-01-09 15:28:12,인영빌딩,100,
2025-01-09 15:28:12,KT여의지점,215,
2025-01-09 15:28:12,한국보이스카우트연맹회관,37,
2025-01-09 15:28:12,대하빌딩,175,
2025-01-09 15:28:12,kbs 연구동,283,
2025-01-09 15:28:12,금산빌딩,90,
2025-01-09 15:28:12,중소기업중앙회,269,
2025-01-09 15:28:12,신한드림리버오피스텔 주차장,232,
2025-01-09 15:28:12,LG트윈타워 주차장,795,
2025-01-09 15:28:12,하이투자증권 빌딩,320,
2025-01-09 15:28:12,S-TRENUE 오피스텔 주차장,272,
2025-01-09 15:28:12,교보증권빌딩 주차장,235,
2025-01-09 15:28:12,씨티플라자 주차장,123,
2025-01-09 15:28:12,호성빌딩,78,
2025-01-09 15:28:12,태양빌딩,143,
2025-01-09 15:28:12,신영증권,250,
2025-01-09 15:28:12,한국노총 중앙근로자 복지센타,97,
2025-01-09 15:28:12,한국전력공사 남서울지역본부 주차장,172,
2025-01-09 15:28:12,율촌빌딩 주차장,94,
2025-01-09 15:28:12,국민일보사옥앞(구),16,
2025-01-09 15:28:12,아시아원빌딩,165,
2025-01-09 15:28:12,한양빌딩,81,
2025-01-09 15:28:12,메리츠화재 여의도사옥,79,
2025-01-09 15:28:12,삼환까뮤,256,
2025-01-09 15:28:12,안원빌딩,102,
2025-01-09 15:28:12,영등포구 여의도동 17-8,126,
2025-01-09 15:28:12,여의도파란곤,551,
2025-01-09 15:28:12,오투타워,309,
2025-01-09 15:28:12,여의도한강공원1주차장(63빌딩앞),462,240
2025-01-09 15:28:12,여의도한강2주차장(마포대교남단),171,171
2025-01-09 15:28:12,여의도한강4주차장(여의2교-하부파천교),141,90
2025-01-09 15:28:12,여의도한강5주차장(성모병원앞),217,196
2025-01-09 15:28:12,여의도한강3주차장(서강대교남단),800,454
2025-01-09 15:28:12,여의도공원앞1 노상주차장(구),14,0
2025-01-09 15:28:12,여의서로 공영주차장(시),84,39
2025-01-09 15:28:12,원효대교 남단 공영주차장(시),13,5
2025-01-09 15:29:17,여의도호텔(舊세우빌딩)앞(구),7,
2025-01-09 15:29:17,동아빌딩앞(구),9,
2025-01-09 15:29:17,금융투자교육원앞(舊경호빌딩)(구),9,
2025-01-09 15:29:17,여의도순복음교회,200,
2025-01-09 15:29:17,여의도순복음교회,118,
2025-01-09 15:29:17,현대차증권빌딩,291,
2025-01-09 15:29:17,IFC 서울 주차장,2085,
2025-01-09 15:29:17,여의도공원앞1 노상주차장(구),14,
2025-01-09 15:29:17,리버타워,513,
2025-01-09 15:29:17,금융투자협회,315,
2025-01-09 15:29:17,여의서로 공영주차장(시),84,
2025-01-09 15:29:17,KBS연구관앞 노상주차장(구),59,
2025-01-09 15:29:17,KBS별관옆 노상주차장(구),18,
2025-01-09 15:29:17,국민은행앞 노상주차장(구),13,
2025-01-09 15:29:17,MBC방송국뒤 노상주차장(구),63,
2025-01-09 15:29:17,KBS본관 앞 노상주차장(구),51,
2025-01-09 15:29:17,국민일보사옥앞 노상주차장(구),16,
2025-01-09 15:29:17,한국거래소앞 노상주차장(구),32,
2025-01-09 15:29:17,산업은행앞 노상주차장(구),11,
2025-01-09 15:29:17,진주아파트 옆 노상주차장(구),53,
2025-01-09 15:29:17,세우빌딩앞 노상주차장(구),12,
2025-01-09 15:29:17,KBS별관뒤 노상주차장(구),24,
2025-01-09 15:29:17,여의도공원앞3 노상주차장(구),6,
2025-01-09 15:29:17,한진해운 앞 노상주차장(구),17,
2025-01-09 15:29:17,화재보험협회 앞 노상주차장(구),16,
2025-01-09 15:29:17,호성빌딩 앞 노상주차장(구),20,
2025-01-09 15:29:17,중소기업중앙회 앞 노상주차장(구),5,
2025-01-09 15:29:17,미래에셋빌딩 앞 노상주차장(구),24,
2025-01-09 15:29:17,경호빌딩앞 노상주차장(구),9,
2025-01-09 15:29:17,여의도백화점 앞 노상주차장(구),13,
2025-01-09 15:29:17,한마루빌딩 주차장,59,
2025-01-09 15:29:17,심팩빌딩 주차장,99,
2025-01-09 15:29:17,대우증권 본사사옥 주차장,221,
2025-01-09 15:29:17,키움증권빌딩 주차장,152,
2025-01-09 15:29:17,여의도백화점 주차장,315,
2025-01-09 15:29:17,미원빌딩 주차장,50,
2025-01-09 15:29:17,하남빌딩 지하주차장,113,
2025-01-09 15:29:17,메종오피스텔 주차장,122,
2025-01-09 15:29:17,기계산업진흥회,261,
2025-01-09 15:29:17,동아빌딩앞 노상주차장(구),9,
2025-01-09 15:29:17,가톨릭대학교 성모병원,292,
2025-01-09 15:29:17,상아빌딩,30,
2025-01-09 15:29:17,영등포구 여의도동 45-20,74,
2025-01-09 15:29:17,유니온타워,58,
2025-01-09 15:29:17,한국잡지정보관,32,
2025-01-09 15:29:17,정곡빌딩,34,
2025-01-09 15:29:17,홍우빌딩 앞 노상주차장(구),9,
2025-01-09 15:29:17,신흥증권앞 노상주차장(구),11,
2025-01-09 15:29:17,태양빌딩앞 노상주차장(구),10,
2025-01-09 15:29:17,여의도공원앞2 노상주차장(구),14,
2025-01-09 15:29:17,롯데캐슬앞 노상주차장(구),9,
2025-01-09 15:29:17,舊MBC뒤(구),63,
2025-01-09 15:29:17,원효대교 남단 공영주차장(시),13,
2025-01-09 15:29:17,경도상가앞 노상주차장(구),15,
2025-01-09 15:29:17,산업은행앞(구),11,
2025-01-09 15:29:17,렉싱턴호텔뒤 노상주차장(구),11,
2025-01-09 15:29:17,63스퀘어(63빌딩),638,
2025-01-09 15:29:17,여의도 사학연금(TP타워),570,
2025-01-09 15:29:17,전국경제인연합회,632,
2025-01-09 15:29:17,한국교직원공제회관,341,
2025-01-09 15:29:17,63길 주차장(민영),200,
2025-01-09 15:29:17,이룸센터 주차장(민영),101,
2025-01-09 15:29:17,KBS본관뒤(구),39,
2025-01-09 15:29:17,여의도공원 공영주차장(시),48,
2025-01-09 15:29:17,세우빌딩,49,
2025-01-09 15:29:17,제일빌딩 주차장,74,
2025-01-09 15:29:17,가든빌딩 주차장,10,
2025-01-09 15:29:17,KBS별관 방문객 주차장,272,
2025-01-09 15:29:17,여의도한강공원1주차장(63빌딩앞),462,
2025-01-09 15:29:17,여의도한강2주차장(마포대교남단),171,
2025-01-09 15:29:17,여의도한강4주차장(여의2교-하부파천교),141,
2025-01-09 15:29:17,여의도한강5주차장(성모병원앞),217,
2025-01-09 15:29:17,여의도한강3주차장(서강대교남단),800,
2025-01-09 15:29:17,롯데캐슬 아이비,1091,
2025-01-09 15:29:17,에리트빌딩,39,
2025-01-09 15:29:17,KBS신관홀,1135,
2025-01-09 15:29:17,익스콘벤처타워,167,
2025-01-09 15:29:17,여의도우체국,330,
2025-01-09 15:29:17,여의도공원앞(구),14,
2025-01-09 15:29:17,메리어트 여의도파크센터,339,
2025-01-09 15:29:17,KC TOWER,49,
2025-01-09 15:29:17,ABL생명타워,315,
2025-01-09 15:29:17,아일렉스타워,37,
2025-01-09 15:29:17,라이프콤비빌딩,434,
2025-01-09 15:29:17,파크원 주차장,2433,
2025-01-09 15:29:17,인영빌딩,100,
2025-01-09 15:29:17,KT여의지점,215,
2025-01-09 15:29:17,한국보이스카우트연맹회관,37,
2025-01-09 15:29:17,대하빌딩,175,
2025-01-09 15:29:17,kbs 연구동,283,
2025-01-09 15:29:17,금산빌딩,90,
2025-01-09 15:29:17,중소기업중앙회,269,
2025-01-09 15:29:17,신한드림리버오피스텔 주차장,232,
2025-01-09 15:29:17,LG트윈타워 주차장,795,
2025-01-09 15:29:17,하이투자증권 빌딩,320,
2025-01-09 15:29:17,S-TRENUE 오피스텔 주차장,272,
2025-01-09 15:29:17,교보증권빌딩 주차장,235,
2025-01-09 15:29:17,씨티플라자 주차장,123,
2025-01-09 15:29:17,호성빌딩,78,
2025-01-09 15:29:17,태양빌딩,143,
2025-01-09 15:29:17,신영증권,250,
2025-01-09 15:29:17,한국노총 중앙근로자 복지센타,97,
2025-01-09 15:29:17,한국전력공사 남서울지역본부 주차장,172,
2025-01-09 15:29:17,율촌빌딩 주차장,94,
2025-01-09 15:29:17,국민일보사옥앞(구),16,
2025-01-09 15:29:17,아시아원빌딩,165,
2025-01-09 15:29:17,한양빌딩,81,
2025-01-09 15:29:17,메리츠화재 여의도사옥,79,
2025-01-09 15:29:17,삼환까뮤,256,
2025-01-09 15:29:17,안원빌딩,102,
2025-01-09 15:29:17,영등포구 여의도동 17-8,126,
2025-01-09 15:29:17,여의도파란곤,551,
2025-01-09 15:29:17,오투타워,309,
2025-01-09 15:29:17,여의도한강공원1주차장(63빌딩앞),462,240
2025-01-09 15:29:17,여의도한강2주차장(마포대교남단),171,171
2025-01-09 15:29:17,여의도한강4주차장(여의2교-하부파천교),141,90
2025-01-09 15:29:17,여의도한강5주차장(성모병원앞),217,196
2025-01-09 15:29:17,여의도한강3주차장(서강대교남단),800,454
2025-01-09 15:29:17,여의도공원앞1 노상주차장(구),14,0
2025-01-09 15:29:17,여의서로 공영주차장(시),84,39
2025-01-09 15:29:17,원효대교 남단 공영주차장(시),13,5
2025-01-09 15:30:25,여의도호텔(舊세우빌딩)앞(구),7,
2025-01-09 15:30:25,동아빌딩앞(구),9,
2025-01-09 15:30:25,금융투자교육원앞(舊경호빌딩)(구),9,
2025-01-09 15:30:25,여의도순복음교회,200,
2025-01-09 15:30:25,여의도순복음교회,118,
2025-01-09 15:30:25,현대차증권빌딩,291,
2025-01-09 15:30:25,IFC 서울 주차장,2085,
2025-01-09 15:30:25,여의도공원앞1 노상주차장(구),14,
2025-01-09 15:30:25,리버타워,513,
2025-01-09 15:30:25,금융투자협회,315,
2025-01-09 15:30:25,여의서로 공영주차장(시),84,
2025-01-09 15:30:25,KBS연구관앞 노상주차장(구),59,
2025-01-09 15:30:25,KBS별관옆 노상주차장(구),18,
2025-01-09 15:30:25,국민은행앞 노상주차장(구),13,
2025-01-09 15:30:25,MBC방송국뒤 노상주차장(구),63,
2025-01-09 15:30:25,KBS본관 앞 노상주차장(구),51,
2025-01-09 15:30:25,국민일보사옥앞 노상주차장(구),16,
2025-01-09 15:30:25,한국거래소앞 노상주차장(구),32,
2025-01-09 15:30:25,산업은행앞 노상주차장(구),11,
2025-01-09 15:30:25,진주아파트 옆 노상주차장(구),53,
2025-01-09 15:30:25,세우빌딩앞 노상주차장(구),12,
2025-01-09 15:30:25,KBS별관뒤 노상주차장(구),24,
2025-01-09 15:30:25,여의도공원앞3 노상주차장(구),6,
2025-01-09 15:30:25,한진해운 앞 노상주차장(구),17,
2025-01-09 15:30:25,화재보험협회 앞 노상주차장(구),16,
2025-01-09 15:30:25,호성빌딩 앞 노상주차장(구),20,
2025-01-09 15:30:25,중소기업중앙회 앞 노상주차장(구),5,
2025-01-09 15:30:25,미래에셋빌딩 앞 노상주차장(구),24,
2025-01-09 15:30:25,경호빌딩앞 노상주차장(구),9,
2025-01-09 15:30:25,여의도백화점 앞 노상주차장(구),13,
2025-01-09 15:30:25,한마루빌딩 주차장,59,
2025-01-09 15:30:25,심팩빌딩 주차장,99,
2025-01-09 15:30:25,대우증권 본사사옥 주차장,221,
2025-01-09 15:30:25,키움증권빌딩 주차장,152,
2025-01-09 15:30:25,여의도백화점 주차장,315,
2025-01-09 15:30:25,미원빌딩 주차장,50,
2025-01-09 15:30:25,하남빌딩 지하주차장,113,
2025-01-09 15:30:25,메종오피스텔 주차장,122,
2025-01-09 15:30:25,기계산업진흥회,261,
2025-01-09 15:30:25,동아빌딩앞 노상주차장(구),9,
2025-01-09 15:30:25,가톨릭대학교 성모병원,292,
2025-01-09 15:30:25,상아빌딩,30,
2025-01-09 15:30:25,영등포구 여의도동 45-20,74,
2025-01-09 15:30:25,유니온타워,58,
2025-01-09 15:30:25,한국잡지정보관,32,
2025-01-09 15:30:25,정곡빌딩,34,
2025-01-09 15:30:25,홍우빌딩 앞 노상주차장(구),9,
2025-01-09 15:30:25,신흥증권앞 노상주차장(구),11,
2025-01-09 15:30:25,태양빌딩앞 노상주차장(구),10,
2025-01-09 15:30:25,여의도공원앞2 노상주차장(구),14,
2025-01-09 15:30:25,롯데캐슬앞 노상주차장(구),9,
2025-01-09 15:30:25,舊MBC뒤(구),63,
2025-01-09 15:30:25,원효대교 남단 공영주차장(시),13,
2025-01-09 15:30:25,경도상가앞 노상주차장(구),15,
2025-01-09 15:30:25,산업은행앞(구),11,
2025-01-09 15:30:25,렉싱턴호텔뒤 노상주차장(구),11,
2025-01-09 15:30:25,63스퀘어(63빌딩),638,
2025-01-09 15:30:25,여의도 사학연금(TP타워),570,
2025-01-09 15:30:25,전국경제인연합회,632,
2025-01-09 15:30:25,한국교직원공제회관,341,
2025-01-09 15:30:25,63길 주차장(민영),200,
2025-01-09 15:30:25,이룸센터 주차장(민영),101,
2025-01-09 15:30:25,KBS본관뒤(구),39,
2025-01-09 15:30:25,여의도공원 공영주차장(시),48,
2025-01-09 15:30:25,세우빌딩,49,
2025-01-09 15:30:25,제일빌딩 주차장,74,
2025-01-09 15:30:25,가든빌딩 주차장,10,
2025-01-09 15:30:25,KBS별관 방문객 주차장,272,
2025-01-09 15:30:25,여의도한강공원1주차장(63빌딩앞),462,
2025-01-09 15:30:25,여의도한강2주차장(마포대교남단),171,
2025-01-09 15:30:25,여의도한강4주차장(여의2교-하부파천교),141,
2025-01-09 15:30:25,여의도한강5주차장(성모병원앞),217,
2025-01-09 15:30:25,여의도한강3주차장(서강대교남단),800,
2025-01-09 15:30:25,롯데캐슬 아이비,1091,
2025-01-09 15:30:25,에리트빌딩,39,
2025-01-09 15:30:25,KBS신관홀,1135,
2025-01-09 15:30:25,익스콘벤처타워,167,
2025-01-09 15:30:25,여의도우체국,330,
2025-01-09 15:30:25,여의도공원앞(구),14,
2025-01-09 15:30:25,메리어트 여의도파크센터,339,
2025-01-09 15:30:25,KC TOWER,49,
2025-01-09 15:30:25,ABL생명타워,315,
2025-01-09 15:30:25,아일렉스타워,37,
2025-01-09 15:30:25,라이프콤비빌딩,434,
2025-01-09 15:30:25,파크원 주차장,2433,
2025-01-09 15:30:25,인영빌딩,100,
2025-01-09 15:30:25,KT여의지점,215,
2025-01-09 15:30:25,한국보이스카우트연맹회관,37,
2025-01-09 15:30:25,대하빌딩,175,
2025-01-09 15:30:25,kbs 연구동,283,
2025-01-09 15:30:25,금산빌딩,90,
2025-01-09 15:30:25,중소기업중앙회,269,
2025-01-09 15:30:25,신한드림리버오피스텔 주차장,232,
2025-01-09 15:30:25,LG트윈타워 주차장,795,
2025-01-09 15:30:25,하이투자증권 빌딩,320,
2025-01-09 15:30:25,S-TRENUE 오피스텔 주차장,272,
2025-01-09 15:30:25,교보증권빌딩 주차장,235,
2025-01-09 15:30:25,씨티플라자 주차장,123,
2025-01-09 15:30:25,호성빌딩,78,
2025-01-09 15:30:25,태양빌딩,143,
2025-01-09 15:30:25,신영증권,250,
2025-01-09 15:30:25,한국노총 중앙근로자 복지센타,97,
2025-01-09 15:30:25,한국전력공사 남서울지역본부 주차장,172,
2025-01-09 15:30:25,율촌빌딩 주차장,94,
2025-01-09 15:30:25,국민일보사옥앞(구),16,
2025-01-09 15:30:25,아시아원빌딩,165,
2025-01-09 15:30:25,한양빌딩,81,
2025-01-09 15:30:25,메리츠화재 여의도사옥,79,
2025-01-09 15:30:25,삼환까뮤,256,
2025-01-09 15:30:25,안원빌딩,102,
2025-01-09 15:30:25,영등포구 여의도동 17-8,126,
2025-01-09 15:30:25,여의도파란곤,551,
2025-01-09 15:30:25,오투타워,309,
2025-01-09 15:30:25,여의도한강공원1주차장(63빌딩앞),462,240
2025-01-09 15:30:25,여의도한강2주차장(마포대교남단),171,171
2025-01-09 15:30:25,여의도한강4주차장(여의2교-하부파천교),141,90
2025-01-09 15:30:25,여의도한강5주차장(성모병원앞),217,193
2025-01-09 15:30:25,여의도한강3주차장(서강대교남단),800,452
2025-01-09 15:30:25,여의도공원앞1 노상주차장(구),14,0
2025-01-09 15:30:25,여의서로 공영주차장(시),84,39
2025-01-09 15:30:25,원효대교 남단 공영주차장(시),13,5
2025-01-09 15:31:30,여의도호텔(舊세우빌딩)앞(구),7,
2025-01-09 15:31:30,동아빌딩앞(구),9,
2025-01-09 15:31:30,금융투자교육원앞(舊경호빌딩)(구),9,
2025-01-09 15:31:30,여의도순복음교회,200,
2025-01-09 15:31:30,여의도순복음교회,118,
2025-01-09 15:31:30,현대차증권빌딩,291,
2025-01-09 15:31:30,IFC 서울 주차장,2085,
2025-01-09 15:31:30,여의도공원앞1 노상주차장(구),14,
2025-01-09 15:31:30,리버타워,513,
2025-01-09 15:31:30,금융투자협회,315,
2025-01-09 15:31:30,여의서로 공영주차장(시),84,
2025-01-09 15:31:30,KBS연구관앞 노상주차장(구),59,
2025-01-09 15:31:30,KBS별관옆 노상주차장(구),18,
2025-01-09 15:31:30,국민은행앞 노상주차장(구),13,
2025-01-09 15:31:30,MBC방송국뒤 노상주차장(구),63,
2025-01-09 15:31:30,KBS본관 앞 노상주차장(구),51,
2025-01-09 15:31:30,국민일보사옥앞 노상주차장(구),16,
2025-01-09 15:31:30,한국거래소앞 노상주차장(구),32,
2025-01-09 15:31:30,산업은행앞 노상주차장(구),11,
2025-01-09 15:31:30,진주아파트 옆 노상주차장(구),53,
2025-01-09 15:31:30,세우빌딩앞 노상주차장(구),12,
2025-01-09 15:31:30,KBS별관뒤 노상주차장(구),24,
2025-01-09 15:31:30,여의도공원앞3 노상주차장(구),6,
2025-01-09 15:31:30,한진해운 앞 노상주차장(구),17,
2025-01-09 15:31:30,화재보험협회 앞 노상주차장(구),16,
2025-01-09 15:31:30,호성빌딩 앞 노상주차장(구),20,
2025-01-09 15:31:30,중소기업중앙회 앞 노상주차장(구),5,
2025-01-09 15:31:30,미래에셋빌딩 앞 노상주차장(구),24,
2025-01-09 15:31:30,경호빌딩앞 노상주차장(구),9,
2025-01-09 15:31:30,여의도백화점 앞 노상주차장(구),13,
2025-01-09 15:31:30,한마루빌딩 주차장,59,
2025-01-09 15:31:30,심팩빌딩 주차장,99,
2025-01-09 15:31:30,대우증권 본사사옥 주차장,221,
2025-01-09 15:31:30,키움증권빌딩 주차장,152,
2025-01-09 15:31:30,여의도백화점 주차장,315,
2025-01-09 15:31:30,미원빌딩 주차장,50,
2025-01-09 15:31:30,하남빌딩 지하주차장,113,
2025-01-09 15:31:30,메종오피스텔 주차장,122,
2025-01-09 15:31:30,기계산업진흥회,261,
2025-01-09 15:31:30,동아빌딩앞 노상주차장(구),9,
2025-01-09 15:31:30,가톨릭대학교 성모병원,292,
2025-01-09 15:31:30,상아빌딩,30,
2025-01-09 15:31:30,영등포구 여의도동 45-20,74,
2025-01-09 15:31:30,유니온타워,58,
2025-01-09 15:31:30,한국잡지정보관,32,
2025-01-09 15:31:30,정곡빌딩,34,
2025-01-09 15:31:30,홍우빌딩 앞 노상주차장(구),9,
2025-01-09 15:31:30,신흥증권앞 노상주차장(구),11,
2025-01-09 15:31:30,태양빌딩앞 노상주차장(구),10,
2025-01-09 15:31:30,여의도공원앞2 노상주차장(구),14,
2025-01-09 15:31:30,롯데캐슬앞 노상주차장(구),9,
2025-01-09 15:31:30,舊MBC뒤(구),63,
2025-01-09 15:31:30,원효대교 남단 공영주차장(시),13,
2025-01-09 15:31:30,경도상가앞 노상주차장(구),15,
2025-01-09 15:31:30,산업은행앞(구),11,
2025-01-09 15:31:30,렉싱턴호텔뒤 노상주차장(구),11,
2025-01-09 15:31:30,63스퀘어(63빌딩),638,
2025-01-09 15:31:30,여의도 사학연금(TP타워),570,
2025-01-09 15:31:30,전국경제인연합회,632,
2025-01-09 15:31:30,한국교직원공제회관,341,
2025-01-09 15:31:30,63길 주차장(민영),200,
2025-01-09 15:31:30,이룸센터 주차장(민영),101,
2025-01-09 15:31:30,KBS본관뒤(구),39,
2025-01-09 15:31:30,여의도공원 공영주차장(시),48,
2025-01-09 15:31:30,세우빌딩,49,
2025-01-09 15:31:30,제일빌딩 주차장,74,
2025-01-09 15:31:30,가든빌딩 주차장,10,
2025-01-09 15:31:30,KBS별관 방문객 주차장,272,
2025-01-09 15:31:30,여의도한강공원1주차장(63빌딩앞),462,
2025-01-09 15:31:30,여의도한강2주차장(마포대교남단),171,
2025-01-09 15:31:30,여의도한강4주차장(여의2교-하부파천교),141,
2025-01-09 15:31:30,여의도한강5주차장(성모병원앞),217,
2025-01-09 15:31:30,여의도한강3주차장(서강대교남단),800,
2025-01-09 15:31:30,롯데캐슬 아이비,1091,
2025-01-09 15:31:30,에리트빌딩,39,
2025-01-09 15:31:30,KBS신관홀,1135,
2025-01-09 15:31:30,익스콘벤처타워,167,
2025-01-09 15:31:30,여의도우체국,330,
2025-01-09 15:31:30,여의도공원앞(구),14,
2025-01-09 15:31:30,메리어트 여의도파크센터,339,
2025-01-09 15:31:30,KC TOWER,49,
2025-01-09 15:31:30,ABL생명타워,315,
2025-01-09 15:31:30,아일렉스타워,37,
2025-01-09 15:31:30,라이프콤비빌딩,434,
2025-01-09 15:31:30,파크원 주차장,2433,
2025-01-09 15:31:30,인영빌딩,100,
2025-01-09 15:31:30,KT여의지점,215,
2025-01-09 15:31:30,한국보이스카우트연맹회관,37,
2025-01-09 15:31:30,대하빌딩,175,
2025-01-09 15:31:30,kbs 연구동,283,
2025-01-09 15:31:30,금산빌딩,90,
2025-01-09 15:31:30,중소기업중앙회,269,
2025-01-09 15:31:30,신한드림리버오피스텔 주차장,232,
2025-01-09 15:31:30,LG트윈타워 주차장,795,
2025-01-09 15:31:30,하이투자증권 빌딩,320,
2025-01-09 15:31:30,S-TRENUE 오피스텔 주차장,272,
2025-01-09 15:31:30,교보증권빌딩 주차장,235,
2025-01-09 15:31:30,씨티플라자 주차장,123,
2025-01-09 15:31:30,호성빌딩,78,
2025-01-09 15:31:30,태양빌딩,143,
2025-01-09 15:31:30,신영증권,250,
2025-01-09 15:31:30,한국노총 중앙근로자 복지센타,97,
2025-01-09 15:31:30,한국전력공사 남서울지역본부 주차장,172,
2025-01-09 15:31:30,율촌빌딩 주차장,94,
2025-01-09 15:31:30,국민일보사옥앞(구),16,
2025-01-09 15:31:30,아시아원빌딩,165,
2025-01-09 15:31:30,한양빌딩,81,
2025-01-09 15:31:30,메리츠화재 여의도사옥,79,
2025-01-09 15:31:30,삼환까뮤,256,
2025-01-09 15:31:30,안원빌딩,102,
2025-01-09 15:31:30,영등포구 여의도동 17-8,126,
2025-01-09 15:31:30,여의도파란곤,551,
2025-01-09 15:31:30,오투타워,309,
2025-01-09 15:31:30,여의도한강공원1주차장(63빌딩앞),462,240
2025-01-09 15:31:30,여의도한강2주차장(마포대교남단),171,171
2025-01-09 15:31:30,여의도한강4주차장(여의2교-하부파천교),141,90
